PMID,ISSN,JournalTitle,ISOAbbreviation,ArticleTitle,Authors,Year,Month,Day
15496,0300-4910,Annales d'immunologie,Ann Immunol (Paris),[Natural antiallergenic factors in bile].,"Pelletier, G, G; Laflamme, G, G",NA,NA,NA
15497,0300-4910,Annales d'immunologie,Ann Immunol (Paris),[Spleen reactivity after BCG treatement: test and strain dependency of the response].,"Florentin, I, I; Orbach-Arbouys, S, S",NA,NA,NA
15499,0066-4278,Annual review of physiology,Annu Rev Physiol,Regulatory peptides of the hypothalamus.,"Vale, W, W; Rivier, C, C; Brown, M, M",1977,NA,NA
15498,0300-4910,Annales d'immunologie,Ann Immunol (Paris),[Heterogeneity of the antibody response to pneumoccal capsular polysaccharides types III and VIII (SIII and SVIII)].,"Jaton, J C, JC",NA,NA,NA
15500,0066-4278,Annual review of physiology,Annu Rev Physiol,Peptide hormone receptors.,"Catt, K J, KJ; Dufau, M L, ML",1977,NA,NA
15501,0066-4278,Annual review of physiology,Annu Rev Physiol,The interaction of body temperature and acid-base balance in ectothermic vertebrates.,"Reeves, R B, RB",1977,NA,NA
15502,0003-5637,Antibiotiki,Antibiotiki,[Macrokinetic equations of pH effect on the growth of Actinomyces aureofaciens and biosynthesis of tetracycline].,"Tarasova, S S, SS; Biriukov, V V, VV; Makarevich, V G, VG; Upiter, G D, GD",1976,May,NA
15503,0003-5637,Antibiotiki,Antibiotiki,[Study of penicillin amidase from E. coli. pH-dependence of kinetic parameters of enzymatic hydrolysis of benzylpenicillin].,"Berezin, I V, IV; Klesov, A A, AA; Margolin, A L, AL; Nnys, P S, PS; Savitskaia, E M, EM",1976,May,NA
15504,0003-5637,Antibiotiki,Antibiotiki,[Chromatographic separation of rifamycins on a thin sorbent thin layer].,"Korchagin, V B, VB; Vladimirskaia, R A, RA; KORCHAGIN, V B, VB",1977,Mar,NA
15505,0003-5637,Antibiotiki,Antibiotiki,[Penicillin amidase from E. coli. A direct spectrophotometric method of determining the enzyme's activity].,"Nys, P S, PS; Kolygina, T S, TS; Garaev, M M, MM",1977,Mar,NA
15506,0003-5637,Antibiotiki,Antibiotiki,"[Simplified liquid nutrient media for controlling antibiotic activity, the spectrum of their antibacterial action and the sensitivity of microorganisms].","Semenov, S M, SM; Tikhonov, A S, AS",1977,Mar,NA
15507,0003-5637,Antibiotiki,Antibiotiki,[Experimental study of a gentamicin aerosol].,"Prokhorova, I I, II; Berezina, E K, EK; Eĭdel'shteĭn, S I, SI",1977,Mar,NA
15508,0001-2092,AORN journal,AORN J,Surgical nurse practitioner as first assistant and more.,"Jasperse, M B, MB",1977,Apr,NA
15509,0099-2240,Applied and environmental microbiology,Appl Environ Microbiol,Effect of culture conditions on synthesis of L-asparaginase by Escherichia coli A-1.,"Barnes, W R, WR; Dorn, G L, GL; Vela, G R, GR",1977,Feb,NA
15510,0099-2240,Applied and environmental microbiology,Appl Environ Microbiol,Growth characteristics of a new methylomonad.,"Chen, B J, BJ; Hirt, W, W; Lim, H C, HC; Tsao, G T, GT",1977,Feb,NA
15511,0099-2240,Applied and environmental microbiology,Appl Environ Microbiol,Association of hydrogen metabolism with methanogenesis in Lake Mendota sediments.,"Winfrey, M R, MR; Nelson, D R, DR; Klevickis, S C, SC; Zeikus, J G, JG",1977,Feb,NA
15512,0099-2240,Applied and environmental microbiology,Appl Environ Microbiol,Media for identification of Gibberella zeae and production of F-2-(Zearalenone).,"Bacon, C W, CW; Robbins, J D, JD; Porter, J K, JK",1977,Feb,NA
15513,0003-9861,Archives of biochemistry and biophysics,Arch Biochem Biophys,Association of NADP- and NAD-linked  malic enzyme acitivities in Zea mays: relation to C4 pathway photosynthesis.,"Hatch, M D, MD; Mau, S L, SL",1977,Mar,NA
15514,0003-9861,Archives of biochemistry and biophysics,Arch Biochem Biophys,Interrelations between pH and temperature for the catalytic rate of the M4 lsozyme of lactate dehydrogenase (EC 1.1.1.27) from goldfish (Carassius auratus L.).,"Wilson, T L, TL",1977,Mar,NA
15515,0003-9861,Archives of biochemistry and biophysics,Arch Biochem Biophys,Phosphate transport and its relationship to cation movements in Ehrlich Lettré ascites tumor cells.,"Mazumder, A, A; Wenner, C E, CE",1977,Mar,NA
15516,0003-9861,Archives of biochemistry and biophysics,Arch Biochem Biophys,Characterization of chicken liver dihydrofolate reductase after purification by affinity chromatography and isoelectric focusing.,"Kaufman, B T, BT; Kemerer, V F, VF",1977,Mar,NA
15517,0003-9861,Archives of biochemistry and biophysics,Arch Biochem Biophys,Reduction of methemoglobin by tetrahydropterin and glutathione.,"Taylor, D, D; Hochstein, P, P",1977,Mar,NA
15518,0003-9861,Archives of biochemistry and biophysics,Arch Biochem Biophys,Altered interaction between binding and catalytic subunits of a cyclic AMP-stimulated protein kinase from hepatoma cells.,"Mackenzie, C W, CW; Stellwagen, R H, RH",1977,Mar,NA
15519,0003-9861,Archives of biochemistry and biophysics,Arch Biochem Biophys,"Purification and characterization of arginine kinase from the mantle muscle of the squid, Symplectoteuthis oualaniensis. Role of the phosphagen/phosphagen kinase system in a highly aerobic muscle.","Storey, K B, KB",1977,Mar,NA
15520,0003-9861,Archives of biochemistry and biophysics,Arch Biochem Biophys,"Pig liver glyceraldehyde-3-P dehydrogenase: purification, crystallization, and characterization.","Dagher, S M, SM; Deal, W C, WC",1977,Mar,NA
15521,0003-9861,Archives of biochemistry and biophysics,Arch Biochem Biophys,Isolation and partial charaterization of an NADP- and NADPH- binding protein from human erythrocytes.,"Morelli, A, A; De Flora, A, A",1977,Mar,NA
15522,0003-9861,Archives of biochemistry and biophysics,Arch Biochem Biophys,A plausible sequence of the conformational changes of hemoglobin induced by oxygenation.,"Otsuka, J, J; Kunisawa, T, T",1977,Mar,NA
15523,0003-987X,Archives of dermatology,Arch Dermatol,Cutaneous polyarteritis nodosa.,"Antony, L, L; Sidhu, G S, GS",1977,Apr,NA
15524,1468-2044,Archives of disease in childhood,Arch Dis Child,"Wilm's tumour, hypospadias, and cryptorchidism in twins.","Bond, J V, JV",1977,Mar,NA
15525,0003-9780,Archives internationales de pharmacodynamie et de therapie,Arch Int Pharmacodyn Ther,"Effects of beta-adrenoceptor blocking agents, pindolol, alprenolol and practolol on blood pressure and heart rate in conscious renal hypertensive dogs.","Himori, N, N; Ishimori, T, T; Izumi, A, A; Hiramatsu, Y, Y",1977,Jan,NA
15526,0003-9780,Archives internationales de pharmacodynamie et de therapie,Arch Int Pharmacodyn Ther,Selective activation of cardiovascular adenylate cyclase in vivo.,"Phornchirasilp, S, S; Lockwood, R, R",1977,Jan,NA
15527,0003-9780,Archives internationales de pharmacodynamie et de therapie,Arch Int Pharmacodyn Ther,"Comparative subcutaneous absorption of local anesthetics: lidocaine, procaine and tetracaine.","Menczel, E, E; Yacobi, A, A; Paran, I, I; Lustig, A, A",1977,Feb,NA
15528,0302-8933,Archives of microbiology,Arch Microbiol,Acidostability of speroplasts prepared from Thiobacillus thiooxidans.,"Noguchi, A, A; Takama, M, M; Sekiguchi, T, T; Koyama, N, N; Nosoh, Y, Y",1977,Mar,01
15529,0302-8933,Archives of microbiology,Arch Microbiol,"Effect of external factors on phototaxis of Chlamydomonas reinhardtii. II. Charbon dioxide, oxygen and pH.","Nultsch, W, W",1977,Mar,01
15530,0302-8933,Archives of microbiology,Arch Microbiol,Penicillinase (beta-lactamase) formation by blue-green algae.,"Kushner, D J, DJ; Breuil, C, C",1977,Mar,01
15531,0302-8933,Archives of microbiology,Arch Microbiol,Metabolic regulation of the glucose-6-phosphate dehydrogenase from Paracoccus denitrifcans grown on glucose/nitrate.,"Slabas, A R, AR; Whatley, F R, FR",1977,Mar,01
15532,0304-8608,Archives of virology,Arch Virol,Cellular proteases increased in paramyxovirus (Sendai virus) carrier cells possibly responsible for enhanced formation of cowpox virus-specific cell surface antigen.,"Tanaka, J, J; Ogura, H, H; Hatano, M, M",1977,NA,NA
15534,0045-0421,Australian dental journal,Aust Dent J,The type of union between cast gold and an electroformed gold matrix in an inlay technique.,"Rogers, O W, OW",1976,Dec,NA
15535,0045-0421,Australian dental journal,Aust Dent J,Overlay dentures. Philosophy and practice. II.,"Taylor, R L, RL; Duckmanton, N A, NA; Boyks, G, G",1976,Dec,NA
15533,0399-4236,Archives d'ophtalmologie,Arch Ophtalmol (Paris),[Alkaline burns of the anterior chamber].,"Cornand, A, A",NA,NA,NA
15536,0004-9417,Australian journal of biological sciences,Aust J Biol Sci,Fatty liver and kidney syndrome in chicks. II. Biochemical role of biotin.,"Hood, R L, RL; Johnson, A R, AR; Fogerty, A C, AC; Pearson, J A, JA",1976,Dec,NA
15537,0004-8291,Australian and New Zealand journal of medicine,Aust N Z J Med,Changes in plasma enzyme concentrations following intramuscular injections and gastroscopy.,"Armstrong, B, B; Lloyd, B L, BL; Balazs, N D, ND",1976,Dec,NA
15538,0377-9238,Bangladesh Medical Research Council bulletin,Bangladesh Med Res Counc Bull,Effects of changes in pH of bath fluid on isolated guinea pig ileum preparation.,"Zoha, M S, MS",1976,Dec,NA
15539,0264-6021,The Biochemical journal,Biochem J,Glycosidases from the culture medium of Physarum polycephalum.,"Kilpatrick, D C, DC; Stirling, J L, JL",1977,Jan,01
15540,0264-6021,The Biochemical journal,Biochem J,A pulse-radiolysis study of the catalytic mechanism of the iron-containing superoxide dismutase from Photobacterium leiognathi.,"Lavelle, F, F; McAdam, M E, ME; Fielden, E M, EM; Roberts, P B, PB",1977,Jan,01
15541,0264-6021,The Biochemical journal,Biochem J,A study of the ionic properties of the essential histidine residue of yeast alcohol dehydrogenase in complexes of the enzyme with its coenzymes and substrates.,"Dickenson, C J, CJ; Dickinson, F M, FM",1977,Jan,01
15542,0264-6021,The Biochemical journal,Biochem J,The use of gadolinium as a probe in the Fc region of a homogeneous anti-(type-III pneumococcal polysaccharide) antibody.,"Willan, K J, KJ; Wallace, K H, KH; Jaton, J C, JC; Dwek, R A, RA",1977,Feb,01
15543,0264-6021,The Biochemical journal,Biochem J,"Guanosine cyclic monophosphate-dependent protein kinase from foetal calf heart. Purification, general properties and catalytic subunit.","Shoji, M, M; Patrick, J G, JG; Davis, C W, CW; Kuo, J F, JF",1977,Feb,01
15544,0264-6021,The Biochemical journal,Biochem J,Purification and properties of the methane mono-oxygenase enzyme system from Methylosinus trichosporium OB3b.,"Tonge, G M, GM; Harrison, D E, DE; Higgins, I J, IJ",1977,Feb,01
15545,0264-6021,The Biochemical journal,Biochem J,"Solubilization, partial purification and properties of N-methylglutamate dehydrogenase from Pseudomonas aminovorans.","Bamforth, C W, CW; Large, P J, PJ",1977,Feb,01
15546,0264-6021,The Biochemical journal,Biochem J,Isolation and characterization of sheep pepsin.,"Fox, P F, PF; Whitaker, J R, JR",1977,Feb,01
15547,0264-6021,The Biochemical journal,Biochem J,Properties of rat liver microsomal stearoyl-coenzyme A desaturase.,"Jeffcoat, R, R; Brawn, P R, PR; Safford, R, R; James, A T, AT",1977,Feb,01
15548,0264-6021,The Biochemical journal,Biochem J,The isolation and partial characterization of the major glycoprotein (LGP-I) from the articular lubricating fraction from bovine synovial fluid.,"Swann, D A, DA; Sotman, S, S; Dixon, M, M; Brooks, C, C",1977,Mar,01
15549,0264-6021,The Biochemical journal,Biochem J,Purification and properties of an alpha-D-galactoside galactohydrolase from the seeds of Trifolium repens (white clover).,"Williams, J, J; Villarroya, H, H; Petek, F, F",1977,Mar,01
15550,0264-6021,The Biochemical journal,Biochem J,An examination of potential matrices for the affinity chromatography of NADP+-linked dehydrogenases with special reference to 6-phosphogluconate dehydrogenase.,"Griffiths, P, P; Houlton, A, A; Adams, M J, MJ; Harvey, M J, MJ; Dean, P D, PD",1977,Mar,01
15551,0264-6021,The Biochemical journal,Biochem J,Large fragments of human serum albumin.,"Geisow, M J, MJ; Beaven, G H, GH",1977,Mar,01
15552,0264-6021,The Biochemical journal,Biochem J,Modification of pig heart lactate dehydrogenase with methyl methanethiosulphonate to produce an enzyme with altered catalytic activity.,"Bloxham, D P, DP; Wilton, D C, DC",1977,Mar,01
15553,0264-6021,The Biochemical journal,Biochem J,Studies on the soluble and membrane-bound amino acid 2-naphthylamidases in pig and human epidermis.,"Gray, G M, GM; Tabiowo, A, A; Trotter, M D, MD",1977,Mar,01
15554,0264-6021,The Biochemical journal,Biochem J,Self-association of alpha-chymotrypsin at low ionic strength in the vicinity of its pH optimum.,"Tellam, R, R; Winzor, D J, DJ",1977,Mar,01
15555,0264-6021,The Biochemical journal,Biochem J,Proton uptake linked to the 3-deoxy-2-oxo-d-gluconate-transport system of Escherichia coli.,"Lagarde, A E, AE; Haddock, B A, BA",1977,Jan,15
15556,0264-6021,The Biochemical journal,Biochem J,"An oligomycin-resistant adenosine triphosphatase and its effects on cellular growth, mitochondrial oxidative phosphorylation and respiratory proton translocation in Saccharomyces cerevisiae.","Somlo, M, M; Reid, R A, RA; Krupa, M, M",1977,Jan,15
15557,0264-6021,The Biochemical journal,Biochem J,The metabolism of benzyl isothiocyanate and its cysteine conjugate.,"Brüsewitz, G, G; Cameron, B D, BD; Chasseaud, L F, LF; Görler, K, K; Hawkins, D R, DR; Koch, H, H; Mennicke, W H, WH",1977,Jan,15
15558,0264-6021,The Biochemical journal,Biochem J,"Transport of galactose, glucose and their molecular analogues by Escherichia coli K12.","Henderson, P J, PJ; Giddens, R A, RA; Jones-Mortimer, M C, MC",1977,Feb,15
15559,0264-6021,The Biochemical journal,Biochem J,Occurrence of ornithine decarboxylase and polyamines in cartilage.,"Conroy, P D, PD; Simms, D M, DM; Pointon, J J, JJ",1977,Feb,15
15560,0264-6021,The Biochemical journal,Biochem J,Binding of magnesium ions to cell walls of Bacillus subtilis W23 containing teichoic acid or teichuronic acid.,"Heckels, J E, JE; Lambert, P A, PA; Baddiley, J, J",1977,Feb,15
15561,0006-291X,Biochemical and biophysical research communications,Biochem Biophys Res Commun,Kinetics of the decamer - dimer dissociation of arginine decarboxylase.,"Boeker, E A, EA",1977,Mar,07
15562,0006-291X,Biochemical and biophysical research communications,Biochem Biophys Res Commun,NMR studies of pH-induced transport of carboxylic acids across phospholipid vesicle membranes.,"Cramer, J A, JA; Prestegard, J H, JH",1977,Mar,21
15563,0006-291X,Biochemical and biophysical research communications,Biochem Biophys Res Commun,Activation of the NADH-methemoglobin reductase reaction by inositol hexaphosphate.,"Taketa, F, F; Chen, J Y, JY",1977,Mar,21
15564,0006-291X,Biochemical and biophysical research communications,Biochem Biophys Res Commun,The roles of cytochrome b5 in a reconstituted N-demethylase system containing cytochrome P-450.,"Imai, Y, Y; Sato, R, R",1977,Mar,21
15565,0006-291X,Biochemical and biophysical research communications,Biochem Biophys Res Commun,Opposing actions of Ca++ and ATP plus Mg++ in controlling the kynurenine aminotransferase activity of isolated rat kidney mitochondria.,"Mason, M, M; Tobes, M C, MC",1977,Mar,21
15566,0006-291X,Biochemical and biophysical research communications,Biochem Biophys Res Commun,Determination of metal-metal distances in E. coli glutamine synthetase by EPR.,"Villafranca, J J, JJ; Balakrishnan, M S, MS; Wedler, F C, FC",1977,Mar,21
15567,0006-2952,Biochemical pharmacology,Biochem Pharmacol,Analysis of the effects of inhibitors on NADPH-dependent electron transport in rat liver microsomes.,"Archakov, A I, AI; Zhirnov, G F, GF; Karuzina, I I, II",1977,Mar,01
15568,0004-4172,Arzneimittel-Forschung,Arzneimittelforschung,"[The effect of the rauwolfia-alkaloids ajmaline, rescinnamine and reserpine on the catecholamine contents of the heart (author's transl)].","Heeg, E, E",1977,NA,NA
15569,0004-4172,Arzneimittel-Forschung,Arzneimittelforschung,[Action of partially cyclic and ring methylated nikethamide analogs. Structure-activity relationships of analeptics of the nicethamide type].,"Sattler, H J, HJ; Schitz, H, H; Schunack, W, W",1977,NA,NA
15570,0004-4172,Arzneimittel-Forschung,Arzneimittelforschung,[The effects of barbiturates on the embryonic growth of seedling of lepidium sativum L (author's transl)].,"Buchbauer, G, G",1977,NA,NA
15571,0004-4172,Arzneimittel-Forschung,Arzneimittelforschung,High performance liquid chromatography in research of pharmacokinetics and metabolism.,"Uihlein, M, M; Hajdú, P, P",1977,NA,NA
15572,0004-4172,Arzneimittel-Forschung,Arzneimittelforschung,[Compound with bronchospasmolytical activity from the chemical class of beta-phenylethyl-aminoalkyl-xanthines (author's transl)].,"Habersang, S, S; Leuschner, F, F; Stroman, F, F; Domenico, A, A; Schlichtegroll, A, A",1977,NA,NA
15573,0006-6648,Bollettino chimico farmaceutico,Boll Chim Farm,"[Some 1,4-benzodiazepine derivatives. I. Thermomicroextraction of pharmaceutical preparations and analytical study].","Ficarra, P, P; Vigorita, M G, MG; Tommasini, A, A",1976,Nov,NA
15574,0037-8771,Bollettino della Societa italiana di biologia sperimentale,Boll Soc Ital Biol Sper,[Permeability of rat liver mitochondria to mitochondrial aspartate aminotransferase. I. Changes in the rate of oxidation of intramitochondrial NAD(P)H induced by the addition of mitochondrial aspartate aminotransferase].,"Marra, E, E; Doonan, S, S; Saccone, C, C; Quagliariello, E, E",1976,Sep,15
15575,0037-8771,Bollettino della Societa italiana di biologia sperimentale,Boll Soc Ital Biol Sper,[Permeability of rat liver mitochondria to mitochondrial aspartate aminotransferase. II. Effect of cycloserine and aminooxyacetate on changes in the rate of oxidation of intramitochondrial NAD(P)H induced by the addition of mAAT].,"Marra, E, E; Doonan, S, S; Saccone, C, C; Quagliariello, E, E",1976,Sep,15
